origin,dest,lat1,lon1,lat2,lon2,value
zaf,aut,-30.559482,22.937506,47.516231,14.550072,603551388.5
aut,zaf,47.516231,14.550072,-30.559482,22.937506,603551388.5
nga,aus,9.081999,8.675277000000001,-25.274398,133.775136,600056141.5
aus,nga,-25.274398,133.775136,9.081999,8.675277000000001,600056141.5
kwt,che,29.311659999999996,47.481766,46.818188,8.227511999999999,599922586.5
che,kwt,46.818188,8.227511999999999,29.311659999999996,47.481766,599922586.5
bol,kor,-16.290154,-63.588653,35.907757000000004,127.766922,599571887.5
kor,bol,35.907757000000004,127.766922,-16.290154,-63.588653,599571887.5
bel,lka,50.503887,4.469936,7.873054,80.77179699999999,599304158.0
lka,bel,7.873054,80.77179699999999,50.503887,4.469936,599304158.0
mar,jpn,31.791702,-7.09262,36.204824,138.252924,599189502.5
jpn,mar,36.204824,138.252924,31.791702,-7.09262,599189502.5
kaz,prt,48.019573,66.923684,39.399871999999995,-8.224454,597505841.5
prt,kaz,39.399871999999995,-8.224454,48.019573,66.923684,597505841.5
jpn,svk,36.204824,138.252924,48.669026,19.699023999999998,596279345.5
svk,jpn,48.669026,19.699023999999998,36.204824,138.252924,596279345.5
mex,fin,23.634501,-102.552784,61.92411,25.748151,594919901.0
fin,mex,61.92411,25.748151,23.634501,-102.552784,594919901.0
grc,hun,39.074208,21.824312,47.162494,19.503304,591861414.0
hun,grc,47.162494,19.503304,39.074208,21.824312,591861414.0
idn,fin,-0.789275,113.921327,61.92411,25.748151,591620921.0
fin,idn,61.92411,25.748151,-0.789275,113.921327,591620921.0
lbn,bel,33.854721000000005,35.862285,50.503887,4.469936,590545551.0
bel,lbn,50.503887,4.469936,33.854721000000005,35.862285,590545551.0
cze,can,49.817492,15.472961999999999,56.130366,-106.34677099999999,590469087.0
can,cze,56.130366,-106.34677099999999,49.817492,15.472961999999999,590469087.0
grc,alb,39.074208,21.824312,41.153332,20.168331,588611149.0
alb,grc,41.153332,20.168331,39.074208,21.824312,588611149.0
jor,jpn,30.585164000000002,36.238414,36.204824,138.252924,586801585.0
jpn,jor,36.204824,138.252924,30.585164000000002,36.238414,586801585.0
phl,nzl,12.879721,121.77401699999999,-40.900557,174.88597099999998,586678479.0
nzl,phl,-40.900557,174.88597099999998,12.879721,121.77401699999999,586678479.0
mex,dnk,23.634501,-102.552784,56.26392,9.501785,586153093.0
dnk,mex,56.26392,9.501785,23.634501,-102.552784,586153093.0
ind,bfa,20.593684,78.96288,12.238333,-1.561593,585257151.5
bfa,ind,12.238333,-1.561593,20.593684,78.96288,585257151.5
prt,mex,39.399871999999995,-8.224454,23.634501,-102.552784,583121591.5
mex,prt,23.634501,-102.552784,39.399871999999995,-8.224454,583121591.5
nld,moz,52.132633,5.291266,-18.665695,35.529562,581525393.0
moz,nld,-18.665695,35.529562,52.132633,5.291266,581525393.0
prt,svk,39.399871999999995,-8.224454,48.669026,19.699023999999998,580163420.0
svk,prt,48.669026,19.699023999999998,39.399871999999995,-8.224454,580163420.0
kwt,sgp,29.311659999999996,47.481766,1.352083,103.819836,579802750.0
sgp,kwt,1.352083,103.819836,29.311659999999996,47.481766,579802750.0
kwt,esp,29.311659999999996,47.481766,40.463667,-3.7492199999999998,578350343.5
esp,kwt,40.463667,-3.7492199999999998,29.311659999999996,47.481766,578350343.5
alb,chn,41.153332,20.168331,35.86166,104.195397,576381222.0
chn,alb,35.86166,104.195397,41.153332,20.168331,576381222.0
aus,chl,-25.274398,133.775136,-35.675146999999996,-71.542969,575521590.0
chl,aus,-35.675146999999996,-71.542969,-25.274398,133.775136,575521590.0
swe,svn,60.128161,18.643501,46.151241,14.995463,572778362.0
svn,swe,46.151241,14.995463,60.128161,18.643501,572778362.0
srb,grc,44.016521000000004,21.005859,39.074208,21.824312,572605527.5
grc,srb,39.074208,21.824312,44.016521000000004,21.005859,572605527.5
hnd,deu,15.199998999999998,-86.241905,51.165690999999995,10.451526,569854251.0
deu,hnd,51.165690999999995,10.451526,15.199998999999998,-86.241905,569854251.0
egy,kwt,26.820553000000004,30.802497999999996,29.311659999999996,47.481766,568567770.5
kwt,egy,29.311659999999996,47.481766,26.820553000000004,30.802497999999996,568567770.5
lva,fra,56.879635,24.603189,46.227638,2.213749,568459303.5
fra,lva,46.227638,2.213749,56.879635,24.603189,568459303.5
hun,mys,47.162494,19.503304,4.210483999999999,101.97576600000001,566719253.0
mys,hun,4.210483999999999,101.97576600000001,47.162494,19.503304,566719253.0
rus,phl,61.52401,105.31875600000001,12.879721,121.77401699999999,564934270.5
phl,rus,12.879721,121.77401699999999,61.52401,105.31875600000001,564934270.5
che,mar,46.818188,8.227511999999999,31.791702,-7.09262,560868708.0
mar,che,31.791702,-7.09262,46.818188,8.227511999999999,560868708.0
kor,mar,35.907757000000004,127.766922,31.791702,-7.09262,560521176.5
mar,kor,31.791702,-7.09262,35.907757000000004,127.766922,560521176.5
bel,est,50.503887,4.469936,58.595271999999994,25.013607,560257956.5
est,bel,58.595271999999994,25.013607,50.503887,4.469936,560257956.5
ukr,dza,48.379433,31.16558,28.033886,1.6596259999999998,559487414.0
dza,ukr,28.033886,1.6596259999999998,48.379433,31.16558,559487414.0
egy,fin,26.820553000000004,30.802497999999996,61.92411,25.748151,557216313.0
fin,egy,61.92411,25.748151,26.820553000000004,30.802497999999996,557216313.0
cri,slv,9.748917,-83.753428,13.794185,-88.89653,556431160.5
slv,cri,13.794185,-88.89653,9.748917,-83.753428,556431160.5
egy,jor,26.820553000000004,30.802497999999996,30.585164000000002,36.238414,556414851.0
jor,egy,30.585164000000002,36.238414,26.820553000000004,30.802497999999996,556414851.0
isr,zaf,31.046051000000002,34.851612,-30.559482,22.937506,555518100.0
zaf,isr,-30.559482,22.937506,31.046051000000002,34.851612,555518100.0
tur,hrv,38.963745,35.243322,45.1,15.2,553381148.5
hrv,tur,45.1,15.2,38.963745,35.243322,553381148.5
geo,ukr,42.315407,43.356891999999995,48.379433,31.16558,550983960.5
ukr,geo,48.379433,31.16558,42.315407,43.356891999999995,550983960.5
nam,chn,-22.957639999999998,18.49041,35.86166,104.195397,550481026.0
chn,nam,35.86166,104.195397,-22.957639999999998,18.49041,550481026.0
bol,col,-16.290154,-63.588653,4.570868,-74.297333,549805349.0
col,bol,4.570868,-74.297333,-16.290154,-63.588653,549805349.0
esp,nzl,40.463667,-3.7492199999999998,-40.900557,174.88597099999998,549601011.5
nzl,esp,-40.900557,174.88597099999998,40.463667,-3.7492199999999998,549601011.5
arm,chn,40.069099,45.038189,35.86166,104.195397,549403994.5
chn,arm,35.86166,104.195397,40.069099,45.038189,549403994.5
dza,jpn,28.033886,1.6596259999999998,36.204824,138.252924,549395272.0
jpn,dza,36.204824,138.252924,28.033886,1.6596259999999998,549395272.0
esp,mrt,40.463667,-3.7492199999999998,21.00789,-10.940835,547841723.5
mrt,esp,21.00789,-10.940835,40.463667,-3.7492199999999998,547841723.5
ind,grc,20.593684,78.96288,39.074208,21.824312,547043420.0
grc,ind,39.074208,21.824312,20.593684,78.96288,547043420.0
kor,tgo,35.907757000000004,127.766922,8.619543,0.824782,546413897.0
tgo,kor,8.619543,0.824782,35.907757000000004,127.766922,546413897.0
irn,sgp,32.427908,53.68804599999999,1.352083,103.819836,545994693.0
sgp,irn,1.352083,103.819836,32.427908,53.68804599999999,545994693.0
mys,egy,4.210483999999999,101.97576600000001,26.820553000000004,30.802497999999996,545699071.0
egy,mys,26.820553000000004,30.802497999999996,4.210483999999999,101.97576600000001,545699071.0
gbr,srb,55.378051,-3.435973,44.016521000000004,21.005859,545426157.5
srb,gbr,44.016521000000004,21.005859,55.378051,-3.435973,545426157.5
rou,irl,45.943160999999996,24.96676,53.41291,-8.243889999999999,544420863.0
irl,rou,53.41291,-8.243889999999999,45.943160999999996,24.96676,544420863.0
ind,ecu,20.593684,78.96288,-1.8312389999999998,-78.183406,543960193.5
ecu,ind,-1.8312389999999998,-78.183406,20.593684,78.96288,543960193.5
ita,cmr,41.87194,12.56738,7.369722,12.354722,543783911.5
cmr,ita,7.369722,12.354722,41.87194,12.56738,543783911.5
aus,fji,-25.274398,133.775136,-16.578193,179.414413,540711506.5
fji,aus,-16.578193,179.414413,-25.274398,133.775136,540711506.5
mys,gha,4.210483999999999,101.97576600000001,7.946527000000001,-1.0231940000000002,540292796.0
gha,mys,7.946527000000001,-1.0231940000000002,4.210483999999999,101.97576600000001,540292796.0
bra,rou,-14.235004,-51.92528,45.943160999999996,24.96676,537266272.0
rou,bra,45.943160999999996,24.96676,-14.235004,-51.92528,537266272.0
nor,prt,60.472024,8.468946,39.399871999999995,-8.224454,537117410.5
prt,nor,39.399871999999995,-8.224454,60.472024,8.468946,537117410.5
usa,bwa,37.09024,-95.712891,-22.328474,24.684866,535414668.5
bwa,usa,-22.328474,24.684866,37.09024,-95.712891,535414668.5
ury,mex,-32.522779,-55.765834999999996,23.634501,-102.552784,532355967.5
mex,ury,23.634501,-102.552784,-32.522779,-55.765834999999996,532355967.5
srb,esp,44.016521000000004,21.005859,40.463667,-3.7492199999999998,532229909.0
esp,srb,40.463667,-3.7492199999999998,44.016521000000004,21.005859,532229909.0
egy,ken,26.820553000000004,30.802497999999996,-0.023559,37.906193,531604398.0
ken,egy,-0.023559,37.906193,26.820553000000004,30.802497999999996,531604398.0
pak,rus,30.375321000000003,69.345116,61.52401,105.31875600000001,530870247.0
rus,pak,61.52401,105.31875600000001,30.375321000000003,69.345116,530870247.0
hun,sgp,47.162494,19.503304,1.352083,103.819836,529823493.5
sgp,hun,1.352083,103.819836,47.162494,19.503304,529823493.5
fin,prt,61.92411,25.748151,39.399871999999995,-8.224454,529756392.0
prt,fin,39.399871999999995,-8.224454,61.92411,25.748151,529756392.0
tun,che,33.886917,9.537499,46.818188,8.227511999999999,527291785.0
che,tun,46.818188,8.227511999999999,33.886917,9.537499,527291785.0
gha,deu,7.946527000000001,-1.0231940000000002,51.165690999999995,10.451526,525136602.0
deu,gha,51.165690999999995,10.451526,7.946527000000001,-1.0231940000000002,525136602.0
dza,idn,28.033886,1.6596259999999998,-0.789275,113.921327,524402864.5
idn,dza,-0.789275,113.921327,28.033886,1.6596259999999998,524402864.5
nic,hnd,12.865416,-85.207229,15.199998999999998,-86.241905,524303725.0
hnd,nic,15.199998999999998,-86.241905,12.865416,-85.207229,524303725.0
ukr,che,48.379433,31.16558,46.818188,8.227511999999999,524139899.0
che,ukr,46.818188,8.227511999999999,48.379433,31.16558,524139899.0
zaf,omn,-30.559482,22.937506,21.512583,55.923255000000005,523178547.0
omn,zaf,21.512583,55.923255000000005,-30.559482,22.937506,523178547.0
cri,esp,9.748917,-83.753428,40.463667,-3.7492199999999998,520451765.0
esp,cri,40.463667,-3.7492199999999998,9.748917,-83.753428,520451765.0
tur,nga,38.963745,35.243322,9.081999,8.675277000000001,519732096.0
nga,tur,9.081999,8.675277000000001,38.963745,35.243322,519732096.0
bwa,isr,-22.328474,24.684866,31.046051000000002,34.851612,519660293.5
isr,bwa,31.046051000000002,34.851612,-22.328474,24.684866,519660293.5
lbn,jpn,33.854721000000005,35.862285,36.204824,138.252924,518143995.5
jpn,lbn,36.204824,138.252924,33.854721000000005,35.862285,518143995.5
gha,fra,7.946527000000001,-1.0231940000000002,46.227638,2.213749,516486807.5
fra,gha,46.227638,2.213749,7.946527000000001,-1.0231940000000002,516486807.5
lva,blr,56.879635,24.603189,53.709807,27.953389,515059497.5
blr,lva,53.709807,27.953389,56.879635,24.603189,515059497.5
lbn,gbr,33.854721000000005,35.862285,55.378051,-3.435973,514330082.0
gbr,lbn,55.378051,-3.435973,33.854721000000005,35.862285,514330082.0
cze,bra,49.817492,15.472961999999999,-14.235004,-51.92528,514123615.0
bra,cze,-14.235004,-51.92528,49.817492,15.472961999999999,514123615.0
ind,aze,20.593684,78.96288,40.143105,47.576927000000005,513099511.0
aze,ind,40.143105,47.576927000000005,20.593684,78.96288,513099511.0
nld,cyp,52.132633,5.291266,35.126413,33.429859,510625307.5
cyp,nld,35.126413,33.429859,52.132633,5.291266,510625307.5
srb,usa,44.016521000000004,21.005859,37.09024,-95.712891,508569790.0
usa,srb,37.09024,-95.712891,44.016521000000004,21.005859,508569790.0
can,hun,56.130366,-106.34677099999999,47.162494,19.503304,505466975.0
hun,can,47.162494,19.503304,56.130366,-106.34677099999999,505466975.0
omn,jpn,21.512583,55.923255000000005,36.204824,138.252924,505336192.0
jpn,omn,36.204824,138.252924,21.512583,55.923255000000005,505336192.0
chn,slb,35.86166,104.195397,-9.645710000000001,160.156194,504850791.0
slb,chn,-9.645710000000001,160.156194,35.86166,104.195397,504850791.0
bra,blr,-14.235004,-51.92528,53.709807,27.953389,503933265.5
blr,bra,53.709807,27.953389,-14.235004,-51.92528,503933265.5
swe,ukr,60.128161,18.643501,48.379433,31.16558,503659495.5
ukr,swe,48.379433,31.16558,60.128161,18.643501,503659495.5
ken,deu,-0.023559,37.906193,51.165690999999995,10.451526,503518748.5
deu,ken,51.165690999999995,10.451526,-0.023559,37.906193,503518748.5
mex,zaf,23.634501,-102.552784,-30.559482,22.937506,503329004.5
zaf,mex,-30.559482,22.937506,23.634501,-102.552784,503329004.5
fra,ecu,46.227638,2.213749,-1.8312389999999998,-78.183406,502933214.5
ecu,fra,-1.8312389999999998,-78.183406,46.227638,2.213749,502933214.5
lka,fra,7.873054,80.77179699999999,46.227638,2.213749,500602230.5
fra,lka,46.227638,2.213749,7.873054,80.77179699999999,500602230.5
mex,nzl,23.634501,-102.552784,-40.900557,174.88597099999998,500572213.5
nzl,mex,-40.900557,174.88597099999998,23.634501,-102.552784,500572213.5
can,rou,56.130366,-106.34677099999999,45.943160999999996,24.96676,499594230.5
rou,can,45.943160999999996,24.96676,56.130366,-106.34677099999999,499594230.5
mwi,zaf,-13.254307999999998,34.301525,-30.559482,22.937506,498630432.0
zaf,mwi,-30.559482,22.937506,-13.254307999999998,34.301525,498630432.0
grc,irl,39.074208,21.824312,53.41291,-8.243889999999999,498261035.0
irl,grc,53.41291,-8.243889999999999,39.074208,21.824312,498261035.0
kwt,aus,29.311659999999996,47.481766,-25.274398,133.775136,497396377.5
aus,kwt,-25.274398,133.775136,29.311659999999996,47.481766,497396377.5
mli,chn,17.570692,-3.9961660000000006,35.86166,104.195397,495938640.0
chn,mli,35.86166,104.195397,17.570692,-3.9961660000000006,495938640.0
geo,deu,42.315407,43.356891999999995,51.165690999999995,10.451526,495751335.0
deu,geo,51.165690999999995,10.451526,42.315407,43.356891999999995,495751335.0
egy,mar,26.820553000000004,30.802497999999996,31.791702,-7.09262,495708322.0
mar,egy,31.791702,-7.09262,26.820553000000004,30.802497999999996,495708322.0
sgp,col,1.352083,103.819836,4.570868,-74.297333,493699210.0
col,sgp,4.570868,-74.297333,1.352083,103.819836,493699210.0
lka,can,7.873054,80.77179699999999,56.130366,-106.34677099999999,493381458.0
can,lka,56.130366,-106.34677099999999,7.873054,80.77179699999999,493381458.0
rou,dza,45.943160999999996,24.96676,28.033886,1.6596259999999998,493324330.5
dza,rou,28.033886,1.6596259999999998,45.943160999999996,24.96676,493324330.5
pol,pak,51.919438,19.145135999999997,30.375321000000003,69.345116,493156551.5
pak,pol,30.375321000000003,69.345116,51.919438,19.145135999999997,493156551.5
che,mli,46.818188,8.227511999999999,17.570692,-3.9961660000000006,491247272.0
mli,che,17.570692,-3.9961660000000006,46.818188,8.227511999999999,491247272.0
esp,cmr,40.463667,-3.7492199999999998,7.369722,12.354722,490500349.5
cmr,esp,7.369722,12.354722,40.463667,-3.7492199999999998,490500349.5
nga,arg,9.081999,8.675277000000001,-38.416097,-63.616671999999994,489905148.5
arg,nga,-38.416097,-63.616671999999994,9.081999,8.675277000000001,489905148.5
lva,bel,56.879635,24.603189,50.503887,4.469936,489402243.5
bel,lva,50.503887,4.469936,56.879635,24.603189,489402243.5
tun,nld,33.886917,9.537499,52.132633,5.291266,487572384.0
nld,tun,52.132633,5.291266,33.886917,9.537499,487572384.0
aut,idn,47.516231,14.550072,-0.789275,113.921327,486162577.0
idn,aut,-0.789275,113.921327,47.516231,14.550072,486162577.0
rus,tun,61.52401,105.31875600000001,33.886917,9.537499,484266841.0
tun,rus,33.886917,9.537499,61.52401,105.31875600000001,484266841.0
hun,bih,47.162494,19.503304,43.915886,17.679076000000002,483242475.0
bih,hun,43.915886,17.679076000000002,47.162494,19.503304,483242475.0
chl,fin,-35.675146999999996,-71.542969,61.92411,25.748151,482561287.0
fin,chl,61.92411,25.748151,-35.675146999999996,-71.542969,482561287.0
guy,can,4.860416000000001,-58.93018000000001,56.130366,-106.34677099999999,482145403.0
can,guy,56.130366,-106.34677099999999,4.860416000000001,-58.93018000000001,482145403.0
sen,nld,14.497401000000002,-14.452361999999999,52.132633,5.291266,478364948.0
nld,sen,52.132633,5.291266,14.497401000000002,-14.452361999999999,478364948.0
pak,hkg,30.375321000000003,69.345116,22.396428,114.10949699999999,478273295.0
hkg,pak,22.396428,114.10949699999999,30.375321000000003,69.345116,478273295.0
aut,lux,47.516231,14.550072,49.815273,6.129583,477648028.0
lux,aut,49.815273,6.129583,47.516231,14.550072,477648028.0
gbr,hrv,55.378051,-3.435973,45.1,15.2,476575836.5
hrv,gbr,45.1,15.2,55.378051,-3.435973,476575836.5
aus,hun,-25.274398,133.775136,47.162494,19.503304,476436176.0
hun,aus,47.162494,19.503304,-25.274398,133.775136,476436176.0
tur,cyp,38.963745,35.243322,35.126413,33.429859,475452639.5
cyp,tur,35.126413,33.429859,38.963745,35.243322,475452639.5
alb,deu,41.153332,20.168331,51.165690999999995,10.451526,474348764.0
deu,alb,51.165690999999995,10.451526,41.153332,20.168331,474348764.0
usa,blr,37.09024,-95.712891,53.709807,27.953389,474048140.0
blr,usa,53.709807,27.953389,37.09024,-95.712891,474048140.0
chn,jam,35.86166,104.195397,18.109581,-77.297508,473896884.0
jam,chn,18.109581,-77.297508,35.86166,104.195397,473896884.0
bwa,can,-22.328474,24.684866,56.130366,-106.34677099999999,472227366.0
can,bwa,56.130366,-106.34677099999999,-22.328474,24.684866,472227366.0
tun,gbr,33.886917,9.537499,55.378051,-3.435973,471951448.0
gbr,tun,55.378051,-3.435973,33.886917,9.537499,471951448.0
sen,nga,14.497401000000002,-14.452361999999999,9.081999,8.675277000000001,471198440.0
nga,sen,9.081999,8.675277000000001,14.497401000000002,-14.452361999999999,471198440.0
isl,fra,64.96305100000001,-19.020835,46.227638,2.213749,471062351.0
fra,isl,46.227638,2.213749,64.96305100000001,-19.020835,471062351.0
blz,usa,17.189877,-88.49765,37.09024,-95.712891,469522614.0
usa,blz,37.09024,-95.712891,17.189877,-88.49765,469522614.0
col,prt,4.570868,-74.297333,39.399871999999995,-8.224454,469252244.0
prt,col,39.399871999999995,-8.224454,4.570868,-74.297333,469252244.0
lso,usa,-29.609988,28.233608,37.09024,-95.712891,468950271.0
usa,lso,37.09024,-95.712891,-29.609988,28.233608,468950271.0
pak,mar,30.375321000000003,69.345116,31.791702,-7.09262,468338095.0
mar,pak,31.791702,-7.09262,30.375321000000003,69.345116,468338095.0
lka,aus,7.873054,80.77179699999999,-25.274398,133.775136,468284025.0
aus,lka,-25.274398,133.775136,7.873054,80.77179699999999,468284025.0
cze,mar,49.817492,15.472961999999999,31.791702,-7.09262,468043052.0
mar,cze,31.791702,-7.09262,49.817492,15.472961999999999,468043052.0
hun,bra,47.162494,19.503304,-14.235004,-51.92528,466639330.0
bra,hun,-14.235004,-51.92528,47.162494,19.503304,466639330.0
tur,sdn,38.963745,35.243322,12.862807,30.217636,466350563.5
sdn,tur,12.862807,30.217636,38.963745,35.243322,466350563.5
hnd,cri,15.199998999999998,-86.241905,9.748917,-83.753428,466211338.5
cri,hnd,9.748917,-83.753428,15.199998999999998,-86.241905,466211338.5
lca,usa,13.909444,-60.97889300000001,37.09024,-95.712891,464599441.5
usa,lca,37.09024,-95.712891,13.909444,-60.97889300000001,464599441.5
zaf,fin,-30.559482,22.937506,61.92411,25.748151,463929485.5
fin,zaf,61.92411,25.748151,-30.559482,22.937506,463929485.5
mys,omn,4.210483999999999,101.97576600000001,21.512583,55.923255000000005,463055921.5
omn,mys,21.512583,55.923255000000005,4.210483999999999,101.97576600000001,463055921.5
zaf,irl,-30.559482,22.937506,53.41291,-8.243889999999999,462698316.0
irl,zaf,53.41291,-8.243889999999999,-30.559482,22.937506,462698316.0
swe,pak,60.128161,18.643501,30.375321000000003,69.345116,460812134.0
pak,swe,30.375321000000003,69.345116,60.128161,18.643501,460812134.0
hun,isr,47.162494,19.503304,31.046051000000002,34.851612,460695655.0
isr,hun,31.046051000000002,34.851612,47.162494,19.503304,460695655.0
nzl,dza,-40.900557,174.88597099999998,28.033886,1.6596259999999998,460183247.5
dza,nzl,28.033886,1.6596259999999998,-40.900557,174.88597099999998,460183247.5
ind,tun,20.593684,78.96288,33.886917,9.537499,460069424.5
tun,ind,33.886917,9.537499,20.593684,78.96288,460069424.5
svk,fin,48.669026,19.699023999999998,61.92411,25.748151,459737439.5
fin,svk,61.92411,25.748151,48.669026,19.699023999999998,459737439.5
kgz,tur,41.20438,74.766098,38.963745,35.243322,459526287.5
tur,kgz,38.963745,35.243322,41.20438,74.766098,459526287.5
tza,zaf,-6.369028,34.888822,-30.559482,22.937506,458529576.0
zaf,tza,-30.559482,22.937506,-6.369028,34.888822,458529576.0
rou,fin,45.943160999999996,24.96676,61.92411,25.748151,458042761.5
fin,rou,61.92411,25.748151,45.943160999999996,24.96676,458042761.5
esp,sen,40.463667,-3.7492199999999998,14.497401000000002,-14.452361999999999,457982565.5
sen,esp,14.497401000000002,-14.452361999999999,40.463667,-3.7492199999999998,457982565.5
isr,ukr,31.046051000000002,34.851612,48.379433,31.16558,456338739.0
ukr,isr,48.379433,31.16558,31.046051000000002,34.851612,456338739.0
nzl,fji,-40.900557,174.88597099999998,-16.578193,179.414413,456281814.5
fji,nzl,-16.578193,179.414413,-40.900557,174.88597099999998,456281814.5
aut,ltu,47.516231,14.550072,55.169438,23.881275,456067681.5
ltu,aut,55.169438,23.881275,47.516231,14.550072,456067681.5
bih,chn,43.915886,17.679076000000002,35.86166,104.195397,455267814.5
chn,bih,35.86166,104.195397,43.915886,17.679076000000002,455267814.5
cmr,nld,7.369722,12.354722,52.132633,5.291266,454252267.0
nld,cmr,52.132633,5.291266,7.369722,12.354722,454252267.0
swe,bgr,60.128161,18.643501,42.733883,25.48583,453904019.5
bgr,swe,42.733883,25.48583,60.128161,18.643501,453904019.5
bgr,svn,42.733883,25.48583,46.151241,14.995463,450648470.0
svn,bgr,46.151241,14.995463,42.733883,25.48583,450648470.0
rus,kwt,61.52401,105.31875600000001,29.311659999999996,47.481766,450117188.5
kwt,rus,29.311659999999996,47.481766,61.52401,105.31875600000001,450117188.5
ltu,hun,55.169438,23.881275,47.162494,19.503304,448932876.0
hun,ltu,47.162494,19.503304,55.169438,23.881275,448932876.0
gha,ita,7.946527000000001,-1.0231940000000002,41.87194,12.56738,448929738.0
ita,gha,41.87194,12.56738,7.946527000000001,-1.0231940000000002,448929738.0
nga,irl,9.081999,8.675277000000001,53.41291,-8.243889999999999,448895002.5
irl,nga,53.41291,-8.243889999999999,9.081999,8.675277000000001,448895002.5
deu,dom,51.165690999999995,10.451526,18.735692999999998,-70.162651,447882458.0
dom,deu,18.735692999999998,-70.162651,51.165690999999995,10.451526,447882458.0
geo,usa,42.315407,43.356891999999995,37.09024,-95.712891,445298821.5
usa,geo,37.09024,-95.712891,42.315407,43.356891999999995,445298821.5
lva,cze,56.879635,24.603189,49.817492,15.472961999999999,445109067.0
cze,lva,49.817492,15.472961999999999,56.879635,24.603189,445109067.0
sgp,bwa,1.352083,103.819836,-22.328474,24.684866,445102722.5
bwa,sgp,-22.328474,24.684866,1.352083,103.819836,445102722.5
tza,ken,-6.369028,34.888822,-0.023559,37.906193,443807800.0
ken,tza,-0.023559,37.906193,-6.369028,34.888822,443807800.0
che,pak,46.818188,8.227511999999999,30.375321000000003,69.345116,443170833.0
pak,che,30.375321000000003,69.345116,46.818188,8.227511999999999,443170833.0
irn,hkg,32.427908,53.68804599999999,22.396428,114.10949699999999,441743859.5
hkg,irn,22.396428,114.10949699999999,32.427908,53.68804599999999,441743859.5
jor,gbr,30.585164000000002,36.238414,55.378051,-3.435973,440121589.5
gbr,jor,55.378051,-3.435973,30.585164000000002,36.238414,440121589.5
lbn,ukr,33.854721000000005,35.862285,48.379433,31.16558,440119949.0
ukr,lbn,48.379433,31.16558,33.854721000000005,35.862285,440119949.0
sur,usa,3.9193050000000005,-56.02778299999999,37.09024,-95.712891,440083143.5
usa,sur,37.09024,-95.712891,3.9193050000000005,-56.02778299999999,440083143.5
ury,deu,-32.522779,-55.765834999999996,51.165690999999995,10.451526,439114667.0
deu,ury,51.165690999999995,10.451526,-32.522779,-55.765834999999996,439114667.0
can,svk,56.130366,-106.34677099999999,48.669026,19.699023999999998,438848636.0
svk,can,48.669026,19.699023999999998,56.130366,-106.34677099999999,438848636.0
egy,tun,26.820553000000004,30.802497999999996,33.886917,9.537499,438144272.0
tun,egy,33.886917,9.537499,26.820553000000004,30.802497999999996,438144272.0
aze,idn,40.143105,47.576927000000005,-0.789275,113.921327,437869477.5
idn,aze,-0.789275,113.921327,40.143105,47.576927000000005,437869477.5
gha,can,7.946527000000001,-1.0231940000000002,56.130366,-106.34677099999999,436639720.0
can,gha,56.130366,-106.34677099999999,7.946527000000001,-1.0231940000000002,436639720.0
dnk,idn,56.26392,9.501785,-0.789275,113.921327,436046131.0
idn,dnk,-0.789275,113.921327,56.26392,9.501785,436046131.0
tur,alb,38.963745,35.243322,41.153332,20.168331,436013128.5
alb,tur,41.153332,20.168331,38.963745,35.243322,436013128.5
gha,zaf,7.946527000000001,-1.0231940000000002,-30.559482,22.937506,435312166.0
zaf,gha,-30.559482,22.937506,7.946527000000001,-1.0231940000000002,435312166.0
mda,tur,47.411631,28.369884999999996,38.963745,35.243322,434496427.5
tur,mda,38.963745,35.243322,47.411631,28.369884999999996,434496427.5
hkg,fin,22.396428,114.10949699999999,61.92411,25.748151,434155005.5
fin,hkg,61.92411,25.748151,22.396428,114.10949699999999,434155005.5
col,dom,4.570868,-74.297333,18.735692999999998,-70.162651,433546483.5
dom,col,18.735692999999998,-70.162651,4.570868,-74.297333,433546483.5
mex,rou,23.634501,-102.552784,45.943160999999996,24.96676,433318263.5
rou,mex,45.943160999999996,24.96676,23.634501,-102.552784,433318263.5
bgr,geo,42.733883,25.48583,42.315407,43.356891999999995,432972179.0
geo,bgr,42.315407,43.356891999999995,42.733883,25.48583,432972179.0
zaf,dnk,-30.559482,22.937506,56.26392,9.501785,432857431.5
dnk,zaf,56.26392,9.501785,-30.559482,22.937506,432857431.5
nld,jor,52.132633,5.291266,30.585164000000002,36.238414,431907355.0
jor,nld,30.585164000000002,36.238414,52.132633,5.291266,431907355.0
svn,isr,46.151241,14.995463,31.046051000000002,34.851612,429413639.5
isr,svn,31.046051000000002,34.851612,46.151241,14.995463,429413639.5
swe,chl,60.128161,18.643501,-35.675146999999996,-71.542969,428958668.0
chl,swe,-35.675146999999996,-71.542969,60.128161,18.643501,428958668.0
zaf,prt,-30.559482,22.937506,39.399871999999995,-8.224454,428941406.5
prt,zaf,39.399871999999995,-8.224454,-30.559482,22.937506,428941406.5
pol,dza,51.919438,19.145135999999997,28.033886,1.6596259999999998,427851605.0
dza,pol,28.033886,1.6596259999999998,51.919438,19.145135999999997,427851605.0
che,kgz,46.818188,8.227511999999999,41.20438,74.766098,427844476.5
kgz,che,41.20438,74.766098,46.818188,8.227511999999999,427844476.5
sgp,fin,1.352083,103.819836,61.92411,25.748151,427263708.0
fin,sgp,61.92411,25.748151,1.352083,103.819836,427263708.0
