origin,dest,lat1,lon1,lat2,lon2,value
grc,ury,39.074208,21.824312,-32.522779,-55.765834999999996,9151128.0
pak,mrt,30.375321000000003,69.345116,21.00789,-10.940835,9140465.5
mrt,pak,21.00789,-10.940835,30.375321000000003,69.345116,9140465.5
lso,can,-29.609988,28.233608,56.130366,-106.34677099999999,9134606.0
can,lso,56.130366,-106.34677099999999,-29.609988,28.233608,9134606.0
est,mda,58.595271999999994,25.013607,47.411631,28.369884999999996,9127876.0
mda,est,47.411631,28.369884999999996,58.595271999999994,25.013607,9127876.0
dnk,npl,56.26392,9.501785,28.394857000000002,84.12400799999999,9108884.5
npl,dnk,28.394857000000002,84.12400799999999,56.26392,9.501785,9108884.5
mys,sle,4.210483999999999,101.97576600000001,8.460555000000001,-11.779889,9093306.5
sle,mys,8.460555000000001,-11.779889,4.210483999999999,101.97576600000001,9093306.5
mli,dnk,17.570692,-3.9961660000000006,56.26392,9.501785,9086571.0
dnk,mli,56.26392,9.501785,17.570692,-3.9961660000000006,9086571.0
tgo,irl,8.619543,0.824782,53.41291,-8.243889999999999,9067541.0
irl,tgo,53.41291,-8.243889999999999,8.619543,0.824782,9067541.0
prt,alb,39.399871999999995,-8.224454,41.153332,20.168331,9061688.0
alb,prt,41.153332,20.168331,39.399871999999995,-8.224454,9061688.0
mdv,irl,3.202778,73.22068,53.41291,-8.243889999999999,9058678.0
irl,mdv,53.41291,-8.243889999999999,3.202778,73.22068,9058678.0
svn,jor,46.151241,14.995463,30.585164000000002,36.238414,9016635.0
jor,svn,30.585164000000002,36.238414,46.151241,14.995463,9016635.0
egy,lux,26.820553000000004,30.802497999999996,49.815273,6.129583,9007182.0
lux,egy,49.815273,6.129583,26.820553000000004,30.802497999999996,9007182.0
sdn,prt,12.862807,30.217636,39.399871999999995,-8.224454,9007043.5
prt,sdn,39.399871999999995,-8.224454,12.862807,30.217636,9007043.5
idn,zmb,-0.789275,113.921327,-13.133897,27.849332,9006417.0
zmb,idn,-13.133897,27.849332,-0.789275,113.921327,9006417.0
bdi,nld,-3.3730559999999996,29.918885999999997,52.132633,5.291266,8988064.0
nld,bdi,52.132633,5.291266,-3.3730559999999996,29.918885999999997,8988064.0
mus,nor,-20.348404000000002,57.552152,60.472024,8.468946,8986513.5
nor,mus,60.472024,8.468946,-20.348404000000002,57.552152,8986513.5
slb,usa,-9.645710000000001,160.156194,37.09024,-95.712891,8975270.0
usa,slb,37.09024,-95.712891,-9.645710000000001,160.156194,8975270.0
arm,est,40.069099,45.038189,58.595271999999994,25.013607,8962552.0
est,arm,58.595271999999994,25.013607,40.069099,45.038189,8962552.0
mus,mar,-20.348404000000002,57.552152,31.791702,-7.09262,8951102.5
mar,mus,31.791702,-7.09262,-20.348404000000002,57.552152,8951102.5
arm,kaz,40.069099,45.038189,48.019573,66.923684,8923350.5
kaz,arm,48.019573,66.923684,40.069099,45.038189,8923350.5
slv,isr,13.794185,-88.89653,31.046051000000002,34.851612,8903072.0
isr,slv,31.046051000000002,34.851612,13.794185,-88.89653,8903072.0
pak,gmb,30.375321000000003,69.345116,13.443182,-15.310139000000001,8892110.0
gmb,pak,13.443182,-15.310139000000001,30.375321000000003,69.345116,8892110.0
mdg,pol,-18.766947000000002,46.869107,51.919438,19.145135999999997,8868751.0
pol,mdg,51.919438,19.145135999999997,-18.766947000000002,46.869107,8868751.0
kwt,est,29.311659999999996,47.481766,58.595271999999994,25.013607,8863265.0
est,kwt,58.595271999999994,25.013607,29.311659999999996,47.481766,8863265.0
isr,mus,31.046051000000002,34.851612,-20.348404000000002,57.552152,8848695.5
mus,isr,-20.348404000000002,57.552152,31.046051000000002,34.851612,8848695.5
jpn,tls,36.204824,138.252924,-8.874217,125.727539,8845389.0
tls,jpn,-8.874217,125.727539,36.204824,138.252924,8845389.0
tza,bgr,-6.369028,34.888822,42.733883,25.48583,8818596.0
bgr,tza,42.733883,25.48583,-6.369028,34.888822,8818596.0
slb,hkg,-9.645710000000001,160.156194,22.396428,114.10949699999999,8809461.5
hkg,slb,22.396428,114.10949699999999,-9.645710000000001,160.156194,8809461.5
cmr,mex,7.369722,12.354722,23.634501,-102.552784,8801983.5
mex,cmr,23.634501,-102.552784,7.369722,12.354722,8801983.5
fin,mdg,61.92411,25.748151,-18.766947000000002,46.869107,8790567.0
mdg,fin,-18.766947000000002,46.869107,61.92411,25.748151,8790567.0
chl,ken,-35.675146999999996,-71.542969,-0.023559,37.906193,8789109.0
ken,chl,-0.023559,37.906193,-35.675146999999996,-71.542969,8789109.0
cri,blz,9.748917,-83.753428,17.189877,-88.49765,8760248.0
blz,cri,17.189877,-88.49765,9.748917,-83.753428,8760248.0
guy,nic,4.860416000000001,-58.93018000000001,12.865416,-85.207229,8741600.5
nic,guy,12.865416,-85.207229,4.860416000000001,-58.93018000000001,8741600.5
uga,zmb,1.373333,32.290275,-13.133897,27.849332,8736542.5
zmb,uga,-13.133897,27.849332,1.373333,32.290275,8736542.5
mar,omn,31.791702,-7.09262,21.512583,55.923255000000005,8711884.5
omn,mar,21.512583,55.923255000000005,31.791702,-7.09262,8711884.5
bgr,ury,42.733883,25.48583,-32.522779,-55.765834999999996,8705605.5
ury,bgr,-32.522779,-55.765834999999996,42.733883,25.48583,8705605.5
lka,syc,7.873054,80.77179699999999,-4.679574,55.491977,8701986.0
syc,lka,-4.679574,55.491977,7.873054,80.77179699999999,8701986.0
sgp,sur,1.352083,103.819836,3.9193050000000005,-56.02778299999999,8679976.5
sur,sgp,3.9193050000000005,-56.02778299999999,1.352083,103.819836,8679976.5
swe,moz,60.128161,18.643501,-18.665695,35.529562,8653507.0
moz,swe,-18.665695,35.529562,60.128161,18.643501,8653507.0
mys,alb,4.210483999999999,101.97576600000001,41.153332,20.168331,8632293.5
alb,mys,41.153332,20.168331,4.210483999999999,101.97576600000001,8632293.5
mar,sle,31.791702,-7.09262,8.460555000000001,-11.779889,8625407.0
sle,mar,8.460555000000001,-11.779889,31.791702,-7.09262,8625407.0
pak,cri,30.375321000000003,69.345116,9.748917,-83.753428,8604718.5
cri,pak,9.748917,-83.753428,30.375321000000003,69.345116,8604718.5
npl,esp,28.394857000000002,84.12400799999999,40.463667,-3.7492199999999998,8601372.5
esp,npl,40.463667,-3.7492199999999998,28.394857000000002,84.12400799999999,8601372.5
cmr,lbn,7.369722,12.354722,33.854721000000005,35.862285,8594240.5
lbn,cmr,33.854721000000005,35.862285,7.369722,12.354722,8594240.5
che,ben,46.818188,8.227511999999999,9.30769,2.315834,8582248.5
ben,che,9.30769,2.315834,46.818188,8.227511999999999,8582248.5
blr,chl,53.709807,27.953389,-35.675146999999996,-71.542969,8578922.0
chl,blr,-35.675146999999996,-71.542969,53.709807,27.953389,8578922.0
lka,mng,7.873054,80.77179699999999,46.862496,103.84665600000001,8573840.0
mng,lka,46.862496,103.84665600000001,7.873054,80.77179699999999,8573840.0
mdv,kor,3.202778,73.22068,35.907757000000004,127.766922,8570310.5
kor,mdv,35.907757000000004,127.766922,3.202778,73.22068,8570310.5
esp,brb,40.463667,-3.7492199999999998,13.193887,-59.543198,8560807.0
brb,esp,13.193887,-59.543198,40.463667,-3.7492199999999998,8560807.0
atg,fra,17.060816,-61.796428000000006,46.227638,2.213749,8534375.5
fra,atg,46.227638,2.213749,17.060816,-61.796428000000006,8534375.5
lbn,phl,33.854721000000005,35.862285,12.879721,121.77401699999999,8477785.5
phl,lbn,12.879721,121.77401699999999,33.854721000000005,35.862285,8477785.5
rus,ben,61.52401,105.31875600000001,9.30769,2.315834,8465178.0
ben,rus,9.30769,2.315834,61.52401,105.31875600000001,8465178.0
tza,lka,-6.369028,34.888822,7.873054,80.77179699999999,8457511.0
lka,tza,7.873054,80.77179699999999,-6.369028,34.888822,8457511.0
isr,nic,31.046051000000002,34.851612,12.865416,-85.207229,8442646.5
nic,isr,12.865416,-85.207229,31.046051000000002,34.851612,8442646.5
fin,alb,61.92411,25.748151,41.153332,20.168331,8441268.5
alb,fin,41.153332,20.168331,61.92411,25.748151,8441268.5
egy,zmb,26.820553000000004,30.802497999999996,-13.133897,27.849332,8439474.0
zmb,egy,-13.133897,27.849332,26.820553000000004,30.802497999999996,8439474.0
irl,mne,53.41291,-8.243889999999999,42.708678000000006,19.37439,8411205.0
mne,irl,42.708678000000006,19.37439,53.41291,-8.243889999999999,8411205.0
can,kna,56.130366,-106.34677099999999,17.357822,-62.782998,8403283.5
kna,can,17.357822,-62.782998,56.130366,-106.34677099999999,8403283.5
che,mng,46.818188,8.227511999999999,46.862496,103.84665600000001,8401937.5
mng,che,46.862496,103.84665600000001,46.818188,8.227511999999999,8401937.5
nam,mys,-22.957639999999998,18.49041,4.210483999999999,101.97576600000001,8401496.0
mys,nam,4.210483999999999,101.97576600000001,-22.957639999999998,18.49041,8401496.0
ury,sen,-32.522779,-55.765834999999996,14.497401000000002,-14.452361999999999,8395235.5
sen,ury,14.497401000000002,-14.452361999999999,-32.522779,-55.765834999999996,8395235.5
hnd,ukr,15.199998999999998,-86.241905,48.379433,31.16558,8388868.0
ukr,hnd,48.379433,31.16558,15.199998999999998,-86.241905,8388868.0
bdi,egy,-3.3730559999999996,29.918885999999997,26.820553000000004,30.802497999999996,8367664.5
egy,bdi,26.820553000000004,30.802497999999996,-3.3730559999999996,29.918885999999997,8367664.5
pry,sen,-23.442503,-58.44383199999999,14.497401000000002,-14.452361999999999,8343793.5
sen,pry,14.497401000000002,-14.452361999999999,-23.442503,-58.44383199999999,8343793.5
prt,ben,39.399871999999995,-8.224454,9.30769,2.315834,8284533.0
ben,prt,9.30769,2.315834,39.399871999999995,-8.224454,8284533.0
aut,npl,47.516231,14.550072,28.394857000000002,84.12400799999999,8281734.5
npl,aut,28.394857000000002,84.12400799999999,47.516231,14.550072,8281734.5
gha,svn,7.946527000000001,-1.0231940000000002,46.151241,14.995463,8269142.5
svn,gha,46.151241,14.995463,7.946527000000001,-1.0231940000000002,8269142.5
lca,can,13.909444,-60.97889300000001,56.130366,-106.34677099999999,8262873.0
can,lca,56.130366,-106.34677099999999,13.909444,-60.97889300000001,8262873.0
svk,nga,48.669026,19.699023999999998,9.081999,8.675277000000001,8244771.0
nga,svk,9.081999,8.675277000000001,48.669026,19.699023999999998,8244771.0
esp,blz,40.463667,-3.7492199999999998,17.189877,-88.49765,8241988.5
blz,esp,17.189877,-88.49765,40.463667,-3.7492199999999998,8241988.5
usa,caf,37.09024,-95.712891,6.611111,20.939444,8239954.0
caf,usa,6.611111,20.939444,37.09024,-95.712891,8239954.0
est,nam,58.595271999999994,25.013607,-22.957639999999998,18.49041,8227441.0
nam,est,-22.957639999999998,18.49041,58.595271999999994,25.013607,8227441.0
lva,mar,56.879635,24.603189,31.791702,-7.09262,8219818.5
mar,lva,31.791702,-7.09262,56.879635,24.603189,8219818.5
irl,slv,53.41291,-8.243889999999999,13.794185,-88.89653,8215529.5
slv,irl,13.794185,-88.89653,53.41291,-8.243889999999999,8215529.5
grc,cpv,39.074208,21.824312,16.002082,-24.013197,8214802.0
cpv,grc,16.002082,-24.013197,39.074208,21.824312,8214802.0
lbn,mda,33.854721000000005,35.862285,47.411631,28.369884999999996,8214289.5
mda,lbn,47.411631,28.369884999999996,33.854721000000005,35.862285,8214289.5
irl,mwi,53.41291,-8.243889999999999,-13.254307999999998,34.301525,8201261.5
mwi,irl,-13.254307999999998,34.301525,53.41291,-8.243889999999999,8201261.5
lux,ecu,49.815273,6.129583,-1.8312389999999998,-78.183406,8191075.0
ecu,lux,-1.8312389999999998,-78.183406,49.815273,6.129583,8191075.0
mar,dom,31.791702,-7.09262,18.735692999999998,-70.162651,8172068.5
dom,mar,18.735692999999998,-70.162651,31.791702,-7.09262,8172068.5
geo,kgz,42.315407,43.356891999999995,41.20438,74.766098,8165201.5
kgz,geo,41.20438,74.766098,42.315407,43.356891999999995,8165201.5
bgr,ken,42.733883,25.48583,-0.023559,37.906193,8164186.5
ken,bgr,-0.023559,37.906193,42.733883,25.48583,8164186.5
zmb,lso,-13.133897,27.849332,-29.609988,28.233608,8163294.5
lso,zmb,-29.609988,28.233608,-13.133897,27.849332,8163294.5
egy,npl,26.820553000000004,30.802497999999996,28.394857000000002,84.12400799999999,8150906.5
npl,egy,28.394857000000002,84.12400799999999,26.820553000000004,30.802497999999996,8150906.5
cmr,grc,7.369722,12.354722,39.074208,21.824312,8149205.5
grc,cmr,39.074208,21.824312,7.369722,12.354722,8149205.5
rus,mdg,61.52401,105.31875600000001,-18.766947000000002,46.869107,8123439.5
mdg,rus,-18.766947000000002,46.869107,61.52401,105.31875600000001,8123439.5
mwi,aus,-13.254307999999998,34.301525,-25.274398,133.775136,8116315.0
aus,mwi,-25.274398,133.775136,-13.254307999999998,34.301525,8116315.0
idn,bfa,-0.789275,113.921327,12.238333,-1.561593,8114311.5
bfa,idn,12.238333,-1.561593,-0.789275,113.921327,8114311.5
vct,lca,12.984305,-61.287228000000006,13.909444,-60.97889300000001,8108513.5
lca,vct,13.909444,-60.97889300000001,12.984305,-61.287228000000006,8108513.5
brn,nor,4.535277,114.72766899999999,60.472024,8.468946,8075920.5
nor,brn,60.472024,8.468946,4.535277,114.72766899999999,8075920.5
caf,ita,6.611111,20.939444,41.87194,12.56738,8033471.5
ita,caf,41.87194,12.56738,6.611111,20.939444,8033471.5
nzl,tun,-40.900557,174.88597099999998,33.886917,9.537499,8030218.0
tun,nzl,33.886917,9.537499,-40.900557,174.88597099999998,8030218.0
phl,mwi,12.879721,121.77401699999999,-13.254307999999998,34.301525,8028229.5
mwi,phl,-13.254307999999998,34.301525,12.879721,121.77401699999999,8028229.5
irl,pry,53.41291,-8.243889999999999,-23.442503,-58.44383199999999,8008360.0
pry,irl,-23.442503,-58.44383199999999,53.41291,-8.243889999999999,8008360.0
kna,chn,17.357822,-62.782998,35.86166,104.195397,7999474.5
chn,kna,35.86166,104.195397,17.357822,-62.782998,7999474.5
omn,hrv,21.512583,55.923255000000005,45.1,15.2,7976225.0
hrv,omn,45.1,15.2,21.512583,55.923255000000005,7976225.0
slv,pol,13.794185,-88.89653,51.919438,19.145135999999997,7975033.5
pol,slv,51.919438,19.145135999999997,13.794185,-88.89653,7975033.5
blr,mdg,53.709807,27.953389,-18.766947000000002,46.869107,7960332.0
mdg,blr,-18.766947000000002,46.869107,53.709807,27.953389,7960332.0
blz,jpn,17.189877,-88.49765,36.204824,138.252924,7959965.5
jpn,blz,36.204824,138.252924,17.189877,-88.49765,7959965.5
est,bfa,58.595271999999994,25.013607,12.238333,-1.561593,7948906.5
bfa,est,12.238333,-1.561593,58.595271999999994,25.013607,7948906.5
hnd,zaf,15.199998999999998,-86.241905,-30.559482,22.937506,7937352.0
zaf,hnd,-30.559482,22.937506,15.199998999999998,-86.241905,7937352.0
sur,mex,3.9193050000000005,-56.02778299999999,23.634501,-102.552784,7923983.0
mex,sur,23.634501,-102.552784,3.9193050000000005,-56.02778299999999,7923983.0
zaf,bih,-30.559482,22.937506,43.915886,17.679076000000002,7920420.0
bih,zaf,43.915886,17.679076000000002,-30.559482,22.937506,7920420.0
grc,tza,39.074208,21.824312,-6.369028,34.888822,7910904.5
tza,grc,-6.369028,34.888822,39.074208,21.824312,7910904.5
mli,egy,17.570692,-3.9961660000000006,26.820553000000004,30.802497999999996,7880584.5
egy,mli,26.820553000000004,30.802497999999996,17.570692,-3.9961660000000006,7880584.5
bra,mng,-14.235004,-51.92528,46.862496,103.84665600000001,7879432.5
mng,bra,46.862496,103.84665600000001,-14.235004,-51.92528,7879432.5
blr,zaf,53.709807,27.953389,-30.559482,22.937506,7869929.0
zaf,blr,-30.559482,22.937506,53.709807,27.953389,7869929.0
omn,mdv,21.512583,55.923255000000005,3.202778,73.22068,7861154.5
mdv,omn,3.202778,73.22068,21.512583,55.923255000000005,7861154.5
nzl,nam,-40.900557,174.88597099999998,-22.957639999999998,18.49041,7856946.0
nam,nzl,-22.957639999999998,18.49041,-40.900557,174.88597099999998,7856946.0
syc,aus,-4.679574,55.491977,-25.274398,133.775136,7852097.5
aus,syc,-25.274398,133.775136,-4.679574,55.491977,7852097.5
nam,grc,-22.957639999999998,18.49041,39.074208,21.824312,7850988.5
grc,nam,39.074208,21.824312,-22.957639999999998,18.49041,7850988.5
lka,bgr,7.873054,80.77179699999999,42.733883,25.48583,7835947.5
bgr,lka,42.733883,25.48583,7.873054,80.77179699999999,7835947.5
rou,uga,45.943160999999996,24.96676,1.373333,32.290275,7834485.5
uga,rou,1.373333,32.290275,45.943160999999996,24.96676,7834485.5
mda,nor,47.411631,28.369884999999996,60.472024,8.468946,7814803.0
nor,mda,60.472024,8.468946,47.411631,28.369884999999996,7814803.0
swz,mwi,-26.522503000000004,31.465866,-13.254307999999998,34.301525,7787420.5
mwi,swz,-13.254307999999998,34.301525,-26.522503000000004,31.465866,7787420.5
jpn,kna,36.204824,138.252924,17.357822,-62.782998,7786530.5
kna,jpn,17.357822,-62.782998,36.204824,138.252924,7786530.5
brb,sur,13.193887,-59.543198,3.9193050000000005,-56.02778299999999,7753004.0
sur,brb,3.9193050000000005,-56.02778299999999,13.193887,-59.543198,7753004.0
kor,blz,35.907757000000004,127.766922,17.189877,-88.49765,7730651.0
blz,kor,17.189877,-88.49765,35.907757000000004,127.766922,7730651.0
lux,blr,49.815273,6.129583,53.709807,27.953389,7685890.0
blr,lux,53.709807,27.953389,49.815273,6.129583,7685890.0
uga,nor,1.373333,32.290275,60.472024,8.468946,7665220.5
nor,uga,60.472024,8.468946,1.373333,32.290275,7665220.5
nzl,mli,-40.900557,174.88597099999998,17.570692,-3.9961660000000006,7663670.0
mli,nzl,17.570692,-3.9961660000000006,-40.900557,174.88597099999998,7663670.0
bel,mdv,50.503887,4.469936,3.202778,73.22068,7657910.5
mdv,bel,3.202778,73.22068,50.503887,4.469936,7657910.5
cyp,nam,35.126413,33.429859,-22.957639999999998,18.49041,7656654.5
nam,cyp,-22.957639999999998,18.49041,35.126413,33.429859,7656654.5
brb,cri,13.193887,-59.543198,9.748917,-83.753428,7648911.5
cri,brb,9.748917,-83.753428,13.193887,-59.543198,7648911.5
svk,mus,48.669026,19.699023999999998,-20.348404000000002,57.552152,7642668.5
mus,svk,-20.348404000000002,57.552152,48.669026,19.699023999999998,7642668.5
cpv,jpn,16.002082,-24.013197,36.204824,138.252924,7621696.0
jpn,cpv,36.204824,138.252924,16.002082,-24.013197,7621696.0
moz,nzl,-18.665695,35.529562,-40.900557,174.88597099999998,7597990.5
nzl,moz,-40.900557,174.88597099999998,-18.665695,35.529562,7597990.5
per,lva,-9.189967,-75.015152,56.879635,24.603189,7586176.5
lva,per,56.879635,24.603189,-9.189967,-75.015152,7586176.5
est,jor,58.595271999999994,25.013607,30.585164000000002,36.238414,7568565.0
jor,est,30.585164000000002,36.238414,58.595271999999994,25.013607,7568565.0
sen,nzl,14.497401000000002,-14.452361999999999,-40.900557,174.88597099999998,7543344.0
nzl,sen,-40.900557,174.88597099999998,14.497401000000002,-14.452361999999999,7543344.0
aut,zmb,47.516231,14.550072,-13.133897,27.849332,7540165.0
zmb,aut,-13.133897,27.849332,47.516231,14.550072,7540165.0
guy,vct,4.860416000000001,-58.93018000000001,12.984305,-61.287228000000006,7532412.0
vct,guy,12.984305,-61.287228000000006,4.860416000000001,-58.93018000000001,7532412.0
jam,zaf,18.109581,-77.297508,-30.559482,22.937506,7520152.0
zaf,jam,-30.559482,22.937506,18.109581,-77.297508,7520152.0
hun,kgz,47.162494,19.503304,41.20438,74.766098,7518219.5
kgz,hun,41.20438,74.766098,47.162494,19.503304,7518219.5
dom,lca,18.735692999999998,-70.162651,13.909444,-60.97889300000001,7510649.5
lca,dom,13.909444,-60.97889300000001,18.735692999999998,-70.162651,7510649.5
nic,pry,12.865416,-85.207229,-23.442503,-58.44383199999999,7499622.0
pry,nic,-23.442503,-58.44383199999999,12.865416,-85.207229,7499622.0
moz,egy,-18.665695,35.529562,26.820553000000004,30.802497999999996,7492306.5
egy,moz,26.820553000000004,30.802497999999996,-18.665695,35.529562,7492306.5
mus,mex,-20.348404000000002,57.552152,23.634501,-102.552784,7489339.5
mex,mus,23.634501,-102.552784,-20.348404000000002,57.552152,7489339.5
egy,ecu,26.820553000000004,30.802497999999996,-1.8312389999999998,-78.183406,7467419.5
ecu,egy,-1.8312389999999998,-78.183406,26.820553000000004,30.802497999999996,7467419.5
ben,jpn,9.30769,2.315834,36.204824,138.252924,7465420.0
jpn,ben,36.204824,138.252924,9.30769,2.315834,7465420.0
arm,mys,40.069099,45.038189,4.210483999999999,101.97576600000001,7441123.5
mys,arm,4.210483999999999,101.97576600000001,40.069099,45.038189,7441123.5
nga,svn,9.081999,8.675277000000001,46.151241,14.995463,7435586.5
svn,nga,46.151241,14.995463,9.081999,8.675277000000001,7435586.5
pak,mdv,30.375321000000003,69.345116,3.202778,73.22068,7432492.5
mdv,pak,3.202778,73.22068,30.375321000000003,69.345116,7432492.5
ita,bwa,41.87194,12.56738,-22.328474,24.684866,7412338.5
bwa,ita,-22.328474,24.684866,41.87194,12.56738,7412338.5
brb,kna,13.193887,-59.543198,17.357822,-62.782998,7409064.0
kna,brb,17.357822,-62.782998,13.193887,-59.543198,7409064.0
kwt,ury,29.311659999999996,47.481766,-32.522779,-55.765834999999996,7395083.0
ury,kwt,-32.522779,-55.765834999999996,29.311659999999996,47.481766,7395083.0
hrv,col,45.1,15.2,4.570868,-74.297333,7392854.5
col,hrv,4.570868,-74.297333,45.1,15.2,7392854.5
mdg,rou,-18.766947000000002,46.869107,45.943160999999996,24.96676,7389442.5
rou,mdg,45.943160999999996,24.96676,-18.766947000000002,46.869107,7389442.5
hrv,kwt,45.1,15.2,29.311659999999996,47.481766,7362009.5
kwt,hrv,29.311659999999996,47.481766,45.1,15.2,7362009.5
pry,hun,-23.442503,-58.44383199999999,47.162494,19.503304,7360901.5
hun,pry,47.162494,19.503304,-23.442503,-58.44383199999999,7360901.5
gbr,kna,55.378051,-3.435973,17.357822,-62.782998,7360335.0
kna,gbr,17.357822,-62.782998,55.378051,-3.435973,7360335.0
ken,rou,-0.023559,37.906193,45.943160999999996,24.96676,7354677.0
rou,ken,45.943160999999996,24.96676,-0.023559,37.906193,7354677.0
mli,prt,17.570692,-3.9961660000000006,39.399871999999995,-8.224454,7348755.5
prt,mli,39.399871999999995,-8.224454,17.570692,-3.9961660000000006,7348755.5
nor,cmr,60.472024,8.468946,7.369722,12.354722,7328801.0
cmr,nor,7.369722,12.354722,60.472024,8.468946,7328801.0
zaf,mdv,-30.559482,22.937506,3.202778,73.22068,7328423.0
mdv,zaf,3.202778,73.22068,-30.559482,22.937506,7328423.0
bra,atg,-14.235004,-51.92528,17.060816,-61.796428000000006,7316271.0
atg,bra,17.060816,-61.796428000000006,-14.235004,-51.92528,7316271.0
gha,lva,7.946527000000001,-1.0231940000000002,56.879635,24.603189,7314362.0
lva,gha,56.879635,24.603189,7.946527000000001,-1.0231940000000002,7314362.0
prt,bol,39.399871999999995,-8.224454,-16.290154,-63.588653,7307152.5
bol,prt,-16.290154,-63.588653,39.399871999999995,-8.224454,7307152.5
atg,can,17.060816,-61.796428000000006,56.130366,-106.34677099999999,7294789.5
can,atg,56.130366,-106.34677099999999,17.060816,-61.796428000000006,7294789.5
mar,nam,31.791702,-7.09262,-22.957639999999998,18.49041,7286649.5
nam,mar,-22.957639999999998,18.49041,31.791702,-7.09262,7286649.5
est,per,58.595271999999994,25.013607,-9.189967,-75.015152,7279821.0
per,est,-9.189967,-75.015152,58.595271999999994,25.013607,7279821.0
lka,lva,7.873054,80.77179699999999,56.879635,24.603189,7277075.0
lva,lka,56.879635,24.603189,7.873054,80.77179699999999,7277075.0
mus,hun,-20.348404000000002,57.552152,47.162494,19.503304,7264452.0
hun,mus,47.162494,19.503304,-20.348404000000002,57.552152,7264452.0
ita,fji,41.87194,12.56738,-16.578193,179.414413,7255234.5
fji,ita,-16.578193,179.414413,41.87194,12.56738,7255234.5
tza,nor,-6.369028,34.888822,60.472024,8.468946,7254769.0
nor,tza,60.472024,8.468946,-6.369028,34.888822,7254769.0
tls,prt,-8.874217,125.727539,39.399871999999995,-8.224454,7252773.5
prt,tls,39.399871999999995,-8.224454,-8.874217,125.727539,7252773.5
tls,usa,-8.874217,125.727539,37.09024,-95.712891,7247906.5
usa,tls,37.09024,-95.712891,-8.874217,125.727539,7247906.5
cyp,lux,35.126413,33.429859,49.815273,6.129583,7243982.5
lux,cyp,49.815273,6.129583,35.126413,33.429859,7243982.5
omn,svn,21.512583,55.923255000000005,46.151241,14.995463,7242117.0
svn,omn,46.151241,14.995463,21.512583,55.923255000000005,7242117.0
hnd,bgr,15.199998999999998,-86.241905,42.733883,25.48583,7195704.0
bgr,hnd,42.733883,25.48583,15.199998999999998,-86.241905,7195704.0
bwa,fra,-22.328474,24.684866,46.227638,2.213749,7190856.5
fra,bwa,46.227638,2.213749,-22.328474,24.684866,7190856.5
bgr,kgz,42.733883,25.48583,41.20438,74.766098,7184874.0
kgz,bgr,41.20438,74.766098,42.733883,25.48583,7184874.0
grc,sen,39.074208,21.824312,14.497401000000002,-14.452361999999999,7155634.5
sen,grc,14.497401000000002,-14.452361999999999,39.074208,21.824312,7155634.5
kor,bmu,35.907757000000004,127.766922,32.321384,-64.75737,7154363.5
bmu,kor,32.321384,-64.75737,35.907757000000004,127.766922,7154363.5
nam,kor,-22.957639999999998,18.49041,35.907757000000004,127.766922,7141044.0
kor,nam,35.907757000000004,127.766922,-22.957639999999998,18.49041,7141044.0
aus,mrt,-25.274398,133.775136,21.00789,-10.940835,7106071.5
mrt,aus,21.00789,-10.940835,-25.274398,133.775136,7106071.5
nld,bmu,52.132633,5.291266,32.321384,-64.75737,7100068.0
bmu,nld,32.321384,-64.75737,52.132633,5.291266,7100068.0
bfa,ben,12.238333,-1.561593,9.30769,2.315834,7068451.5
ben,bfa,9.30769,2.315834,12.238333,-1.561593,7068451.5
tgo,mrt,8.619543,0.824782,21.00789,-10.940835,7041080.5
mrt,tgo,21.00789,-10.940835,8.619543,0.824782,7041080.5
ben,tun,9.30769,2.315834,33.886917,9.537499,7039128.5
tun,ben,33.886917,9.537499,9.30769,2.315834,7039128.5
isr,sen,31.046051000000002,34.851612,14.497401000000002,-14.452361999999999,6997632.5
sen,isr,14.497401000000002,-14.452361999999999,31.046051000000002,34.851612,6997632.5
lva,ecu,56.879635,24.603189,-1.8312389999999998,-78.183406,6996577.5
ecu,lva,-1.8312389999999998,-78.183406,56.879635,24.603189,6996577.5
dza,gha,28.033886,1.6596259999999998,7.946527000000001,-1.0231940000000002,6994117.0
gha,dza,7.946527000000001,-1.0231940000000002,28.033886,1.6596259999999998,6994117.0
dom,sur,18.735692999999998,-70.162651,3.9193050000000005,-56.02778299999999,6953192.0
sur,dom,3.9193050000000005,-56.02778299999999,18.735692999999998,-70.162651,6953192.0
fji,nld,-16.578193,179.414413,52.132633,5.291266,6923738.5
nld,fji,52.132633,5.291266,-16.578193,179.414413,6923738.5
deu,lso,51.165690999999995,10.451526,-29.609988,28.233608,6877908.5
lso,deu,-29.609988,28.233608,51.165690999999995,10.451526,6877908.5
isr,npl,31.046051000000002,34.851612,28.394857000000002,84.12400799999999,6863198.5
npl,isr,28.394857000000002,84.12400799999999,31.046051000000002,34.851612,6863198.5
atg,jam,17.060816,-61.796428000000006,18.109581,-77.297508,6847614.5
jam,atg,18.109581,-77.297508,17.060816,-61.796428000000006,6847614.5
uga,sgp,1.373333,32.290275,1.352083,103.819836,6811431.5
sgp,uga,1.352083,103.819836,1.373333,32.290275,6811431.5
cze,sen,49.817492,15.472961999999999,14.497401000000002,-14.452361999999999,6803726.5
sen,cze,14.497401000000002,-14.452361999999999,49.817492,15.472961999999999,6803726.5
